229,哈利·波特与死亡圣器(上),8.5,导演: 大卫·叶茨 David Yates,2010,597883人评价,最忠于原著的一部。
230,黑客帝国2：重装上阵,8.7,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,2003,415889人评价,一个精彩的世界观正在缓缓建立。
231,二十二,8.7,导演: 郭柯 Ke Guo,2015,296843人评价,有一些东西不应该被遗忘。
232,血钻,8.7,导演: 爱德华·兹威克 Edward Zwick,2006,389199人评价,每个美丽事物背后都是滴血的现实。
233,战争之王,8.7,导演: 安德鲁·尼科尔 Andrew Niccol,2005,378058人评价,做一颗让别人需要你的棋子。
234,火星救援,8.5,导演: 雷德利·斯科特 Ridley Scott,2015,750915人评价,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
236,房间,8.8,导演: 伦尼·阿伯拉罕森 Lenny Abrahamson,2015,374635人评价,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
237,魂断蓝桥,8.8,导演: 茂文·勒鲁瓦 Mervyn LeRoy,1940,285429人评价,中国式内在的美国电影。
238,白日梦想家,8.6,导演: 本·斯蒂勒 Ben Stiller,2013,512199人评价,爱情是一场没有尽头的虚幻追逐。
240,谍影重重2,8.7,导演: 保罗·格林格拉斯 Paul Greengrass,2004,362174人评价,谁说王家卫镜头很晃？
241,高山下的花环,9.5,导演: 谢晋 Jin Xie,1984(中国大陆) / 1985,97778人评价,拍掉身上的悲伤，从今天开始重新踏上追梦之旅。
245,谍影重重,8.6,导演: 道格·里曼 Doug Liman,2002,439496人评价,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
246,阿飞正传,8.5,导演: 王家卫 Kar Wai Wong,1990,523785人评价,王家卫是一种风格，张国荣是一个代表。
247,大红灯笼高高挂,8.8,导演: 张艺谋 Yimou Zhang,1991,290320人评价,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
249,再次出发之纽约遇见你,8.6,导演: 约翰·卡尼 John Carney,2013,436817人评价,爱我就给我看你的播放列表。
250,燃情岁月,8.7,导演: 爱德华·兹威克 Edward Zwick,1994,293452人评价,传奇，不是每个人都可以拥有。
